Id,Yards
0,7.004613807245387
1,2.0158008658008657
2,6.904745702882349
3,4.0
4,4.0
5,3.0
6,-1.0
7,4.0
8,11.0
9,2.0157714813041245
10,0.0
11,-1.9870129870129871
12,3.99039316847536
13,4.0
14,23.0
15,16.92207792207792
16,2.013608686395572
17,14.0
18,3.9957682766671527
19,2.0
20,6.0
21,15.0
22,2.0
23,-2.8051948051948052
24,3.861807069587906
25,0.03524972642619701
26,3.0
27,6.0
28,33.0
29,1.9887224293074384
30,2.5508287109310124
31,4.0
32,-2.9343194569780673
33,3.9974419519874065
34,1.9975341114581622
35,12.0
36,15.0
37,69.0
38,6.0
39,8.0
40,8.922077922077921
41,5.987012987012987
42,15.997486384583159
43,0.0
44,2.0072150072150072
45,3.998268398268398
46,4.0
47,5.0
48,4.8570055599251205
49,18.0
50,3.0
51,16.0
52,2.2857142857142856
53,3.0
54,2.986778652754918
55,2.0
56,-1.0389610389610389
57,5.0
58,11.0
59,4.857142857142857
60,3.011877836317061
61,-0.00017432232197332867
62,2.0
63,0.0
64,0.020224357685657994
65,3.997746606576175
66,0.0
67,4.008956132342072
68,4.975757575757576
69,2.9777917250036205
70,2.0
71,11.002886002886003
72,-2.946342505757497
73,1.0119047619047619
74,0.0
75,19.0
76,6.0
77,2.0
78,3.987012987012987
79,2.051948051948052
80,4.0
81,1.0554899645808737
82,4.0
83,3.9103496166958496
84,1.0
85,0.0
86,4.973347210281008
87,7.0
88,0.012391089922735491
89,1.0
90,4.0
91,3.99025974025974
92,2.989173284219423
93,6.0
94,-4.0
95,3.9746919746919747
96,-2.0
97,4.935064935064935
98,5.004891585292934
99,4.922077922077922
100,15.0
101,2.063824236455965
102,0.1038961038961039
103,2.0
104,8.0
105,2.030158126392436
106,11.0
107,3.0002792773728735
108,1.974025974025974
109,3.0120861847569924
110,6.961038961038961
111,1.0
113,13.753246753246753
114,4.0
115,-1.0
116,0.029082619508151424
117,5.014171182718986
118,10.0
119,-2.0
120,2.0
121,3.0
122,1.0649350649350648
123,4.0
124,6.0
125,4.004165844287425
126,1.0
127,2.0072150072150072
128,0.0
129,-1.025974025974026
130,5.585915201998323
131,3.0098766889099333
132,3.9975236627779
133,1.9870129870129871
134,18.0
135,0.0
136,6.920462217834162
137,3.985529406567822
138,-3.0
139,3.015872084904343
140,4.0
141,4.0
142,4.998662153449387
143,2.0996303806935037
144,4.0081008768087125
145,5.972420662979476
146,3.0
147,4.980971994149371
148,9.0
149,4.0
150,4.909090909090909
151,1.0
152,6.976576994434137
153,1.16935652805385
154,0.0
155,4.0
156,11.0
157,-2.0
158,19.818181818181817
159,9.0
160,9.545454545454545
161,4.963348904060367
162,1.0
163,1.0
164,5.984452167550759
165,32.0
166,1.0227566453316448
167,1.0
168,20.0
169,1.0
170,-3.0
171,-1.9286987522281638
172,3.0
173,6.0
174,3.9818571177371953
175,12.790980048250994
176,5.0
177,3.0
178,4.993630926465202
179,2.993721069159216
180,5.0
181,4.0
182,2.0
183,-2.0
184,1.0075772025037713
185,15.688311688311689
186,3.0
187,3.00556586270872
188,-0.0161218092252575
189,1.0
190,1.0
191,1.992523518702445
192,16.0
193,3.989357864357864
194,2.9835044574686234
195,2.0
196,3.9740259740259742
197,6.0
198,2.0
199,3.012987012987013
200,3.9574846206425156
201,3.0
202,0.0
203,2.0
204,5.0006209637357175
205,32.58441558441559
206,7.043235988858976
207,9.948051948051948
208,11.0
209,2.9803317030075824
210,1.9976689976689976
211,3.023413206511798
212,2.0
213,10.974025974025974
214,90.0
215,1.0
216,3.0
217,9.922077922077921
218,0.9941782355575459
219,10.930850860054399
220,2.0
221,2.0067271792581667
222,5.11732787760185
223,4.961038961038961
224,0.0
225,11.0
226,3.986232122532762
227,4.994516594516595
228,4.0
229,0.008976317799847212
230,6.000787091696183
231,0.15584415584415584
232,4.0
233,9.97685798072895
234,0.09325743089231309
235,2.0429816322770598
236,3.8933424519743736
237,6.0
238,3.9859307359307357
239,3.0
240,0.0
241,4.0
242,1.0
243,2.9756796948922184
244,6.9480519480519485
245,0.0
246,-2.0
247,2.987012987012987
248,2.9768137030512625
249,4.963348904060367
250,2.9875401351416113
251,5.004075703346268
252,3.987012987012987
253,3.918411000763942
254,15.0
255,-2.0
256,23.0
257,0.987012987012987
258,2.013169928662886
259,8.0
260,0.018351214003387916
261,2.9323017408123793
262,-2.9203385899814474
263,2.9879834451263028
264,9.0
265,1.0
266,8.991530208921514
267,1.0108462965605822
268,5.9480519480519485
269,3.28401723472146
270,0.0
271,1.9992567677443231
272,1.0
273,2.935064935064935
274,17.0
275,12.922077922077921
276,0.049471714725952014
277,4.935064935064935
278,4.0
279,-1.9350649350649352
280,4.992759452936444
281,0.0
282,0.0
283,0.9941782355575459
284,3.0482499208108966
285,1.0171336979057506
286,5.0
287,5.962017045454545
288,2.989199880579191
289,1.0
290,0.0
291,0.0
292,1.3246753246753247
293,2.0093795093795093
294,1.0
295,6.012987012987013
296,1.995439219421478
297,1.0154738878143132
298,4.016088389222718
299,2.0
300,2.0
301,4.976208364638117
302,0.07426547426547425
303,-1.0
304,-2.0
305,9.761626786539265
306,2.031530032848257
307,1.012411402294963
308,-4.986249045072574
309,14.0
310,3.0
311,1.0649350649350648
312,1.0652249161291216
313,21.0
314,3.9957185671471387
315,4.0
316,-0.05194805194805195
317,3.026214526214526
318,16.876794258373206
319,6.949853066641388
320,45.51948051948052
321,1.0
322,3.948051948051948
323,3.0
324,0.9971583971583972
325,2.0
326,6.0
327,4.004216171660801
328,-3.7683961323763957
329,1.0
330,3.0
331,2.993721069159216
332,2.0
333,2.0
334,6.974025974025974
335,3.887581369217588
336,2.976536376392598
337,2.0015795015795015
338,0.0
339,13.0
340,1.0
341,2.0
342,6.0
343,8.948051948051948
344,8.0
345,5.0
346,1.0
347,1.0
348,-0.003996003996003996
349,41.467532467532465
350,1.0
351,-1.9909392932648744
352,1.0
353,0.0
354,7.0
355,-3.61728917390811
356,4.964946054534432
357,1.989945538332635
358,2.0478964208941326
359,1.2077922077922079
360,14.896103896103897
361,8.0
362,4.953205861739912
363,4.983453583453583
364,0.0
365,2.9714408972251594
366,8.866116718618306
367,0.005681818181818182
368,-1.0
369,-1.896103896103896
370,4.0
371,3.0
372,-1.0
373,1.9684281236005376
374,4.924379324379325
375,1.9952774498229042
376,5.0
377,-1.974025974025974
378,2.0
379,-1.948051948051948
380,-1.0
381,9.003351487222455
382,2.0200371057513915
383,5.737040891744725
384,6.0
385,-1.974025974025974
386,0.0
387,2.0
388,5.0
389,4.928394256965686
390,2.0779220779220777
391,1.996401923035089
392,5.0
393,0.0
394,1.0
395,-0.9673160173160174
396,-0.963705865475076
397,-1.9350649350649352
398,6.584415584415584
399,2.0025974025974023
400,6.012987012987013
401,0.0
402,-3.8073571713374346
403,1.0
404,18.0
405,0.020600089565606806
406,5.999236058059587
407,2.003806538289297
408,9.0
409,11.0
410,2.9932965396210287
411,9.0
412,3.02763308120451
413,3.9969241285030757
414,3.0
415,18.0
416,0.0
417,5.909090909090909
418,-2.8823714050300153
419,5.978354978354978
420,4.0018552875695725
421,19.0
422,4.0
423,2.249394673123487
424,6.0
425,2.013767718879628
426,1.0
427,3.0259740259740258
428,1.0
429,1.0342898208510858
430,3.0
431,0.0
432,3.994251654934545
433,5.380548583069591
434,-0.922077922077922
435,2.1298701298701297
436,2.9838646202282564
437,7.136438988825661
438,4.0
439,-1.0
440,1.045270249596154
441,3.3896103896103895
442,1.9944021495745636
443,0.0
444,3.0034176349965827
445,8.0
446,2.0
447,9.0
448,4.0
449,1.0
450,13.987012987012987
451,4.0
452,4.0
453,2.01098188341339
454,3.0
455,4.032261916624357
456,3.0047225501770956
457,4.984536649790887
458,5.033475826499082
459,5.0
460,13.0
461,0.01038961038961039
462,-0.948051948051948
463,11.938764266036992
464,9.003778040141675
465,2.0
466,5.00278293135436
467,1.0
468,0.0
469,0.9964899964899965
470,2.0
471,3.134025974025974
472,-1.0
473,7.9146817308252295
474,3.9329818051622563
475,3.9718236119688055
476,0.015037593984962407
477,4.0
478,1.0
479,2.976857402886324
480,-2.0
481,5.956002534051315
482,2.000950269242952
483,0.9855060194043245
484,0.0
485,2.0
486,6.005081874647091
487,9.727272727272727
488,1.9870129870129871
489,1.0
490,2.0051344004832377
491,-4.0
492,7.935577580314423
493,-0.9919786096256684
494,4.0
495,3.1606165700778215
496,0.0
497,1.9870129870129871
498,3.0
499,8.03896103896104
500,22.0
501,1.0
502,1.0
503,-2.0146103896103895
504,2.0
505,5.852682940693254
506,-1.0
507,1.0201402938346844
508,3.0
509,2.0
510,7.0
511,-2.0
512,3.0
513,16.766233766233768
514,4.0
515,0.0
516,1.0
517,0.0
518,6.9635386904237455
519,-2.0
520,19.0
521,0.0
522,0.0
523,2.9740259740259742
524,0.9787098147753885
525,4.0
526,2.012987012987013
527,2.014774835554056
528,1.0
529,0.0
530,-1.0
531,19.0
532,4.056511056511057
533,8.0
534,0.0
535,5.0
536,2.002928659087872
537,2.9740259740259742
538,6.96749950557057
539,3.0
540,2.9740259740259742
541,2.0856115186012096
542,1.0148148148148148
543,4.0
544,1.9669169133929232
545,7.0
546,1.9887994253739123
547,4.0
548,5.0
549,0.0
550,12.0
551,1.0036756204458068
552,11.0
553,4.0
554,4.0
555,1.9558823529411764
556,4.113296227581942
557,17.896103896103895
558,-0.7046558761768177
559,4.003283152015107
560,5.0
561,3.0
562,-2.0
563,4.007076257076257
564,1.077922077922078
565,9.0
566,51.0
567,1.0
568,5.0
569,6.0879323332153525
570,1.973184852347576
571,0.0
572,0.0
573,4.94643574855241
574,20.0
575,1.0389610389610389
576,4.019666048237477
577,0.0
578,0.9951965842376803
579,0.0
580,7.909090909090909
581,2.0
582,6.0
583,18.0
584,2.0
585,0.03114942342837735
586,5.9480519480519485
587,8.0
588,5.001540832049306
589,3.0
590,5.014181683949126
591,1.0086580086580088
592,3.0
593,2.9655877424857398
594,-0.9928280674549331
595,3.012987012987013
596,10.0
597,5.0
598,2.0
599,3.0
600,27.0
601,9.0
602,1.0366970095078851
603,2.0
604,0.0
605,4.025974025974026
606,1.9997349589186324
607,-0.974025974025974
608,1.094194537951409
609,1.0789957534467147
610,-4.87012987012987
611,1.0108455374412821
612,4.987012987012987
613,-1.0
614,-3.0
615,4.94097788467627
616,3.9883999495649975
617,12.571428571428571
618,0.019696969696969695
619,2.9998710165163396
620,8.99322416713721
621,2.0067925495557075
622,46.0
623,0.2158552069257905
624,0.2597402597402597
625,2.0091891301975333
626,0.9944996180290299
627,1.9736701654509874
628,15.792207792207792
629,2.0
630,-0.8701298701298701
631,6.956639550041038
632,4.02171424879314
633,15.155844155844155
634,1.0
635,8.0
636,0.0
637,-11.0
638,1.0008433125316243
639,3.0
640,2.961038961038961
641,14.0
642,2.0258517783434726
643,12.0
644,1.024136838770985
645,4.983902828563022
646,12.0
647,1.0
648,1.0094905094905093
649,-0.9711811997526284
650,5.974823422191843
651,4.039135203932109
652,0.0
653,2.983381593666679
654,12.0
655,1.0073657685597985
656,-2.921505901634792
657,7.869258221727618
658,3.0
659,-1.9684120059507058
660,33.935064935064936
661,1.9870129870129871
662,7.098720461928008
663,3.0
664,-3.8613053613053614
665,1.0450505611280676
666,4.0
667,2.021820664913675
668,8.993282579489476
669,1.0
670,0.0
671,8.909090909090908
672,7.0
673,3.0070726157775898
674,-1.0
675,4.0
676,1.0318006318006316
677,0.0
678,5.0
679,2.0219578740587143
680,0.0
681,-0.97569573283859
682,0.9894867037724181
683,6.0
684,5.003105287569573
685,1.0
686,4.0
687,19.0
688,10.090909090909092
689,4.750147766266603
690,5.928605770734704
691,0.05138706247353697
692,1.0
693,2.9924697151587907
694,1.9258373205741626
695,4.025974025974026
696,6.0
697,13.0
698,-2.0
699,6.0
700,5.0
701,0.0
702,7.0
703,2.0
704,7.0
705,2.300981461286805
706,1.0649350649350648
707,2.0
708,-3.0
709,18.0
710,5.0
711,1.2597402597402598
712,1.0389610389610389
713,5.233766233766234
714,1.042252300298915
715,0.0
716,9.779220779220779
717,3.023424111659406
718,6.922077922077922
719,-1.9350649350649352
720,1.9779785431959342
721,1.0096670742622138
722,-3.9900687547746374
723,5.0
724,4.00834879406308
725,-1.0
726,4.9732467532467535
727,4.0
728,8.155844155844155
729,3.0
730,1.0
731,2.0089466089466086
732,4.0
733,11.0
734,0.0
735,0.0
736,-5.805194805194805
737,1.0
738,6.0
739,0.014969673506258873
740,0.0
741,9.090909090909092
742,2.948051948051948
743,5.9665180830301425
744,3.961038961038961
745,4.005584415584416
746,14.0
747,2.055639947310848
748,3.005364201016375
749,0.03541912632821723
750,-1.0
751,1.995460849829782
752,8.0
753,0.046536796536796536
754,3.0
755,5.972522253582284
756,-3.0
757,1.9898862199747154
758,1.0
759,16.0
760,7.0
761,5.324675324675325
762,3.0147579693034237
763,9.015704295704296
764,-8.0
765,9.003351487222455
766,18.0
767,3.031408308004053
768,6.961038961038961
769,3.987012987012987
770,10.0
771,6.0
772,12.0
773,-3.0
774,4.957868902750793
775,0.9996559731659069
776,2.04491022554777
777,5.0519480519480515
778,1.0129870129870129
779,6.0
780,15.0
781,3.0067790365662708
782,0.9852060982495766
783,8.99753694581281
784,1.0389610389610389
785,3.0
786,10.167254817805613
787,5.0
789,5.001443001443001
790,-1.0
791,-2.0
792,8.792207792207792
793,12.0
794,1.7922077922077921
795,2.069980474902357
796,2.0
797,3.0022391401701745
798,4.9930534581697374
799,3.032279351628281
800,4.0
801,1.9982323421296704
802,-1.6623376623376624
803,-2.0
804,3.023424111659406
805,-3.0
806,-2.6493506493506493
807,2.0222634508348794
808,5.00052296696592
809,0.0
810,6.841864018334606
811,-2.0
812,6.002032025945069
813,3.0196968780724007
814,-1.7272727272727273
815,5.0
816,3.0894273511723176
818,4.009134471398623
819,4.0
820,4.969352642242668
821,6.0
822,1.2806778587266392
823,3.006059158233071
824,4.994089244089244
825,1.0
826,1.0276384781335277
827,8.99301948051948
828,2.9922838667608542
829,5.945405305594879
830,2.0
831,3.0320383322338076
832,1.0853563301721996
